,BlockIDs,Condition,Correct,EndTime,HIT,Iteration,OptionOrder,OptionResources,OptionTexts,PageID,PageResources,PageText,Permutation,SelectedID,SelectedPosition,SelectedText,StartTime,TrialNumber,UniqueID,Version,WorkerID,ReactionTime
69,"[u'261', u'260']",,,1423171457549,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,150,[u'static/images/stim/egg.png'],guton means:,1,,,,1423171457045,69,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,504
70,"[u'261', u'260']",both,[True],1423171459252,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'252', u'253']","[[], []]","[u'lilanfa', u'lilan']",255,[u'static/images/stim/icecream-pl.png'],Which word is represented by this picture?,1,[u'252'],[0],[u'lilanfa'],1423171457552,70,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1700
71,"[u'261', u'260']",,,1423171459595,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,254,[u'static/images/stim/icecream-pl.png'],lilanfa means: ,1,,,,1423171459254,71,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,341
72,"[u'261', u'260']",2,[True],1423171466659,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'136', u'137']","[[], []]","[u'peguk', u'kanit']",139,[u'static/images/stim/turkey.png'],Which word is represented by this picture?,1,[u'136'],[0],[u'peguk'],1423171459597,72,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,7062
73,"[u'261', u'260']",,,1423171466947,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,138,[u'static/images/stim/turkey.png'],peguk means:,1,,,,1423171466661,73,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,286
74,"[u'261', u'260']",both,[True],1423171468235,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'181', u'180']","[[], []]","[u'gutonfa', u'guton']",183,[u'static/images/stim/egg.png'],Which word is represented by this picture?,1,[u'180'],[1],[u'guton'],1423171466950,74,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1285
75,"[u'261', u'260']",,,1423171468524,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,182,[u'static/images/stim/egg.png'],guton means: ,1,,,,1423171468237,75,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,287
76,"[u'261', u'260']",both,[True],1423171469843,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'237', u'236']","[[], []]","[u'kanit', u'kanitfa']",239,[u'static/images/stim/window-pl.png'],Which word is represented by this picture?,1,[u'236'],[1],[u'kanitfa'],1423171468526,76,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1317
77,"[u'261', u'260']",,,1423171470123,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,238,[u'static/images/stim/window-pl.png'],kanitfa means: ,1,,,,1423171469845,77,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,278
78,"[u'261', u'260']",both,[True],1423171471395,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'245', u'244']","[[], []]","[u'guton', u'gutonfa']",247,[u'static/images/stim/egg-pl.png'],Which word is represented by this picture?,1,[u'244'],[1],[u'gutonfa'],1423171470125,78,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1270
79,"[u'261', u'260']",,,1423171471658,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,246,[u'static/images/stim/egg-pl.png'],gutonfa means: ,1,,,,1423171471397,79,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,261
80,"[u'261', u'260']",2,[True],1423171475546,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'192', u'193']","[[], []]","[u'belingfa', u'bubapfa']",195,[u'static/images/stim/flower-pl.png'],Which word is represented by this picture?,1,[u'192'],[0],[u'belingfa'],1423171471660,80,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,3886
81,"[u'261', u'260']",,,1423171475883,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,194,[u'static/images/stim/flower-pl.png'],belingfa means:,1,,,,1423171475547,81,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,336
82,"[u'261', u'260']",both,[True],1423171477363,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'204', u'205']","[[], []]","[u'kanitfa', u'bubapfa']",207,[u'static/images/stim/window-pl.png'],Which word is represented by this picture?,1,[u'204'],[0],[u'kanitfa'],1423171475886,82,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1477
83,"[u'261', u'260']",,,1423171477659,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,206,[u'static/images/stim/window-pl.png'],kanitfa means:,1,,,,1423171477366,83,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,293
84,"[u'261', u'260']",2,[True],1423171479043,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'233', u'232']","[[], []]","[u'peguk', u'pegukfa']",235,[u'static/images/stim/turkey-pl.png'],Which word is represented by this picture?,1,[u'232'],[1],[u'pegukfa'],1423171477664,84,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1379
85,"[u'261', u'260']",,,1423171479339,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,234,[u'static/images/stim/turkey-pl.png'],pegukfa means: ,1,,,,1423171479044,85,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,295
86,"[u'261', u'260']",both,[True],1423171480353,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'248', u'249']","[[], []]","[u'bubapfa', u'bubap']",251,[u'static/images/stim/ostrich-pl.png'],Which word is represented by this picture?,1,[u'248'],[0],[u'bubapfa'],1423171479342,86,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1011
87,"[u'261', u'260']",,,1423171480658,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,250,[u'static/images/stim/ostrich-pl.png'],bubapfa means: ,1,,,,1423171480354,87,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,304
88,"[u'261', u'260']",2,[True],1423171481794,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'161', u'160']","[[], []]","[u'belingfa', u'beling']",163,[u'static/images/stim/flower.png'],Which word is represented by this picture?,1,[u'160'],[1],[u'beling'],1423171480661,88,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1133
89,"[u'261', u'260']",,,1423171482099,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,162,[u'static/images/stim/flower.png'],beling means: ,1,,,,1423171481796,89,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,303
90,"[u'261', u'260']",both,[True],1423171483449,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'213', u'212']","[[], []]","[u'belingfa', u'gutonfa']",215,[u'static/images/stim/egg-pl.png'],Which word is represented by this picture?,1,[u'212'],[1],[u'gutonfa'],1423171482102,90,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1347
91,"[u'261', u'260']",,,1423171483753,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,214,[u'static/images/stim/egg-pl.png'],gutonfa means:,1,,,,1423171483450,91,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,303
92,"[u'261', u'260']",both,[True],1423171485898,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'177', u'176']","[[], []]","[u'nodolfa', u'nodol']",179,[u'static/images/stim/hippopotamus.png'],Which word is represented by this picture?,1,[u'176'],[1],[u'nodol'],1423171483755,92,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,2143
93,"[u'261', u'260']",,,1423171486347,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,178,[u'static/images/stim/hippopotamus.png'],nodol means: ,1,,,,1423171485900,93,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,447
94,"[u'261', u'260']",2,[True],1423171487969,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'129', u'128']","[[], []]","[u'kanit', u'beling']",131,[u'static/images/stim/flower.png'],Which word is represented by this picture?,1,[u'128'],[1],[u'beling'],1423171486350,94,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1619
95,"[u'261', u'260']",,,1423171488258,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,130,[u'static/images/stim/flower.png'],beling means:,1,,,,1423171487971,95,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,287
96,"[u'261', u'260']",2,[True],1423171490026,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'200', u'201']","[[], []]","[u'pegukfa', u'kanitfa']",203,[u'static/images/stim/turkey-pl.png'],Which word is represented by this picture?,1,[u'200'],[0],[u'pegukfa'],1423171488261,96,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1765
97,"[u'261', u'260']",,,1423171490330,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,202,[u'static/images/stim/turkey-pl.png'],pegukfa means:,1,,,,1423171490028,97,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,302
98,[u'343'],,,1423171491330,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,342,[],"In this part of the experiment, you will see pairs of new words.
Based on how each word sounds, decide which one is more likely to belong to the
language you just learned.",1,,,,1423171490333,98,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,997
99,[u'337'],,[None],1423171492065,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'263', u'262']","[[], []]","[u'labfub', u'labfub']",264,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'263'],[0],[u'labfub'],1423171491333,99,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,732
100,[u'337'],,[None],1423171492346,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'308', u'307']","[[], []]","[u'', u'lafep']",309,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'308'],[0],[u''],1423171492067,100,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,279
101,[u'337'],,[None],1423171492874,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'272', u'271']","[[], []]","[u'gunfan', u'gunfan']",273,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'272'],[0],[u'gunfan'],1423171492348,101,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,526
102,[u'337'],,[None],1423171493361,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'331', u'332']","[[], []]","[u'pafum', u'']",333,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'331'],[0],[u'pafum'],1423171492877,102,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,484
103,[u'337'],,[None],1423171493593,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'289', u'290']","[[], []]","[u'toful', u'']",291,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'289'],[0],[u'toful'],1423171493363,103,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,230
104,[u'337'],,[None],1423171494322,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'286', u'287']","[[], []]","[u'fefam', u'']",288,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'286'],[0],[u'fefam'],1423171493595,104,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,727
105,[u'337'],,[None],1423171494546,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'310', u'311']","[[], []]","[u'tefot', u'']",312,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'310'],[0],[u'tefot'],1423171494324,105,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,222
106,[u'337'],,[None],1423171494770,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'299', u'298']","[[], []]","[u'', u'gafek']",300,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'299'],[0],[u''],1423171494549,106,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,221
107,[u'337'],,[None],1423171495001,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'335', u'334']","[[], []]","[u'', u'nifal']",336,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'335'],[0],[u''],1423171494772,107,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,229
108,[u'337'],,[None],1423171495234,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'323', u'322']","[[], []]","[u'', u'kofop']",324,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'323'],[0],[u''],1423171495004,108,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,230
109,[u'337'],,[None],1423171495442,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'284', u'283']","[[], []]","[u'', u'kafek']",285,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'284'],[0],[u''],1423171495237,109,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,205
110,[u'337'],,[None],1423171495666,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'281', u'280']","[[], []]","[u'', u'bifit']",282,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'281'],[0],[u''],1423171495444,110,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,222
111,[u'337'],,[None],1423171495890,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'275', u'274']","[[], []]","[u'mengfod', u'mengfod']",276,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'275'],[0],[u'mengfod'],1423171495669,111,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,221
112,[u'337'],,[None],1423171496474,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'317', u'316']","[[], []]","[u'', u'bofum']",318,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'317'],[0],[u''],1423171495893,112,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,581
113,[u'337'],,[None],1423171496689,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'292', u'293']","[[], []]","[u'lufop', u'']",294,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'292'],[0],[u'lufop'],1423171496477,113,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,212
114,[u'337'],,[None],1423171496914,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'302', u'301']","[[], []]","[u'', u'mefim']",303,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'302'],[0],[u''],1423171496690,114,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,224
115,[u'337'],,[None],1423171497178,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'320', u'319']","[[], []]","[u'', u'dufil']",321,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'320'],[0],[u''],1423171496916,115,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,262
116,[u'337'],,[None],1423171497409,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'265', u'266']","[[], []]","[u'nidfig', u'nidfig']",267,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'265'],[0],[u'nidfig'],1423171497182,116,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,227
117,[u'337'],,[None],1423171497658,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'268', u'269']","[[], []]","[u'bogfep', u'bogfep']",270,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'268'],[0],[u'bogfep'],1423171497412,117,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,246
118,[u'337'],,[None],1423171497873,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'296', u'295']","[[], []]","[u'', u'nofut']",297,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'296'],[0],[u''],1423171497660,118,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,213
119,[u'337'],,[None],1423171498105,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'304', u'305']","[[], []]","[u'difal', u'']",306,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'304'],[0],[u'difal'],1423171497876,119,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,229
120,[u'337'],,[None],1423171498322,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'313', u'314']","[[], []]","[u'gifak', u'']",315,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'313'],[0],[u'gifak'],1423171498108,120,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,214
121,[u'337'],,[None],1423171498553,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'326', u'325']","[[], []]","[u'', u'mufet']",327,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'326'],[0],[u''],1423171498324,121,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,229
122,[u'337'],,[None],1423171498793,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'277', u'278']","[[], []]","[u'pufop', u'']",279,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'277'],[0],[u'pufop'],1423171498554,122,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,239
123,[u'337'],,[None],1423171499177,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'329', u'328']","[[], []]","[u'', u'fefik']",330,[],"Which of these two words is more likely to be a word of the
language you just learned?",1,[u'329'],[0],[u''],1423171498795,123,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,382
124,[u'477'],,[None],1423171501220,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,[u'475'],[[]],[u''],476,[],"What information or strategies did you use to choose words in the
experimental questions?",1,[u'475'],[0],[u'f f'],1423171499181,124,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,2039
125,[u'477'],,[None],1423171502366,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,[u'471'],[[]],[u''],472,[],What is your native language?,1,[u'471'],[0],[u'f'],1423171501224,125,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1142
126,[u'477'],,[None],1423171504480,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'469', u'468', u'467']","[[], [], []]","[u'other', u'female', u'male']",470,[],What is your sex?,1,[u'468'],[1],[u'female'],1423171502369,126,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,2111
127,[u'477'],,[None],1423171505932,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,[u'473'],[[]],[u''],474,[],What language do you speak most often?,1,[u'473'],[0],[u'f'],1423171504482,127,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1450
128,[u'477'],,[None],1423171508343,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,"[u'465', u'464', u'463', u'462', u'461', u'460', u'459', u'458', u'457', u'456', u'455', u'454', u'453', u'452', u'451', u'450', u'449', u'448', u'447', u'446', u'445', u'444', u'443', u'442', u'441', u'440', u'439', u'438', u'437', u'436', u'435', u'434', u'433', u'432', u'431', u'430', u'429', u'428', u'427', u'426', u'425', u'424', u'423', u'422', u'421', u'420', u'419', u'418', u'417', u'416', u'415', u'414', u'413', u'412', u'411', u'410', u'409', u'408', u'407', u'406', u'405', u'404', u'403', u'402', u'401', u'400', u'399', u'398', u'397', u'396', u'395', u'394', u'393', u'392', u'391', u'390', u'389', u'388', u'387', u'386', u'385', u'384', u'383', u'382', u'381', u'380', u'379', u'378', u'377', u'376', u'375', u'374', u'373', u'372', u'371', u'370', u'369', u'368', u'367', u'366', u'365', u'364', u'363', u'362', u'361', u'360', u'359', u'358', u'357', u'356', u'355', u'354', u'353', u'352', u'351', u'350', u'349', u'348', u'347', u'346']","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[119, 118, 117, 116, 115, 114, 113, 112, 111, 110, 109, 108, 107, 106, 105, 104, 103, 102, 101, 100, 99, 98, 97, 96, 95, 94, 93, 92, 91, 90, 89, 88, 87, 86, 85, 84, 83, 82, 81, 80, 79, 78, 77, 76, 75, 74, 73, 72, 71, 70, 69, 68, 67, 66, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 46, 45, 44, 43, 42, 41, 40, 39, 38, 37, 36, 35, 34, 33, 32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1, 0]",466,[],How old are you?,1,[u'463'],[2],[117],1423171505963,128,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,2380
129,[u'345'],,,1423171509687,3WYZV0QBFJD2B53NEQZ0B8KRC8OBXC,1,,,,344,[],Thank you for participating in this experiment!,1,,,,1423171508347,129,A2LD8A4LBTYELX:3FQ5JJ512LO0FYR780UM1T72CQRNKJ,0,A2LD8A4LBTYELX,1340
